,ensembl_gene_id,Hugo_Symbol
712,ENSCAFG00000000954,WDR46
713,ENSCAFG00000000955,TBC1D32
714,ENSCAFG00000000956,PFDN6
715,ENSCAFG00000000957,SNTB1
716,ENSCAFG00000000958,GJA1
717,ENSCAFG00000000959,POLDIP3
718,ENSCAFG00000000961,NA
719,ENSCAFG00000000963,RGL2
720,ENSCAFG00000000965,RRP7
721,ENSCAFG00000000967,ZHX2
722,ENSCAFG00000000968,FSTL4
723,ENSCAFG00000000969,HSF2
724,ENSCAFG00000000970,SERHL2
725,ENSCAFG00000000972,TAPBP
726,ENSCAFG00000000974,DERL1
727,ENSCAFG00000000975,NFAM1
728,ENSCAFG00000000977,ZBTB22
729,ENSCAFG00000000978,TCF20
730,ENSCAFG00000000981,DAXX
731,ENSCAFG00000000982,NDUFA6
732,ENSCAFG00000000983,SMDT1
733,ENSCAFG00000000985,VDAC1
734,ENSCAFG00000000986,TBC1D31
735,ENSCAFG00000000987,KIFC1
736,ENSCAFG00000000988,NAGA
737,ENSCAFG00000000989,SERINC1
738,ENSCAFG00000000990,TCF7
739,ENSCAFG00000000991,WBP2NL
740,ENSCAFG00000000992,ATAD2
741,ENSCAFG00000000994,SKP1
742,ENSCAFG00000000995,SEPTIN3
743,ENSCAFG00000000997,FAM83A
744,ENSCAFG00000000998,PHF1
745,ENSCAFG00000001000,NA
746,ENSCAFG00000001002,SMPDL3A
747,ENSCAFG00000001003,CENPM
748,ENSCAFG00000001004,NTAQ1
749,ENSCAFG00000001005,TNFRSF13C
750,ENSCAFG00000001006,CLVS2
751,ENSCAFG00000001007,FBXO32
752,ENSCAFG00000001008,CUTA
753,ENSCAFG00000001010,CDKL3
754,ENSCAFG00000001011,NA
755,ENSCAFG00000001012,KLHL38
756,ENSCAFG00000001013,SREBF2
757,ENSCAFG00000001014,SYNGAP1
758,ENSCAFG00000001015,ANXA13
759,ENSCAFG00000001016,TRDN
760,ENSCAFG00000001017,ZBTB9
761,ENSCAFG00000001018,CCDC134
762,ENSCAFG00000001019,UBE2B
763,ENSCAFG00000001020,CDKN2AIPNL
764,ENSCAFG00000001021,JADE2
765,ENSCAFG00000001022,BAK1
766,ENSCAFG00000001023,MEI1
767,ENSCAFG00000001027,FAM91A1
768,ENSCAFG00000001028,RNF217
769,ENSCAFG00000001029,TPD52L1
770,ENSCAFG00000001030,HDDC2
771,ENSCAFG00000001034,SEC24A
772,ENSCAFG00000001037,FER1L6
773,ENSCAFG00000001038,NA
774,ENSCAFG00000001043,XRCC6
775,ENSCAFG00000001044,TATDN1
776,ENSCAFG00000001045,NDUFB9
777,ENSCAFG00000001046,DESI1
778,ENSCAFG00000001047,NCOA7
779,ENSCAFG00000001048,DDX46
780,ENSCAFG00000001049,PMM1
781,ENSCAFG00000001050,MTSS1
782,ENSCAFG00000001051,CSDC2
783,ENSCAFG00000001053,POLR3H
784,ENSCAFG00000001056,SQLE
785,ENSCAFG00000001057,TRMT11
786,ENSCAFG00000001058,TXNDC15
787,ENSCAFG00000001062,CATSPER3
788,ENSCAFG00000001064,NA
789,ENSCAFG00000001065,PITX1
790,ENSCAFG00000001066,NA
791,ENSCAFG00000001067,RSPO3
792,ENSCAFG00000001068,RNF146
793,ENSCAFG00000001069,ECHDC1
794,ENSCAFG00000001070,WASHC5
795,ENSCAFG00000001071,NA
796,ENSCAFG00000001072,C6orf58
797,ENSCAFG00000001074,NA
798,ENSCAFG00000001075,ACO2
799,ENSCAFG00000001076,MACROH2A1
800,ENSCAFG00000001077,TRIB1
801,ENSCAFG00000001078,THEMIS
802,ENSCAFG00000001080,NA
803,ENSCAFG00000001081,TIFAB
804,ENSCAFG00000001083,NEUROG1
805,ENSCAFG00000001084,CXCL14
806,ENSCAFG00000001085,SLC25A48
807,ENSCAFG00000001086,MYC
808,ENSCAFG00000001087,GSDMC
809,ENSCAFG00000001089,LECT2
810,ENSCAFG00000001090,PHF5A
811,ENSCAFG00000001091,TGFBI
812,ENSCAFG00000001092,TOB2
813,ENSCAFG00000001093,CYRIB
814,ENSCAFG00000001094,SMAD5
815,ENSCAFG00000001095,TEF
816,ENSCAFG00000001096,ASAP1
817,ENSCAFG00000001097,ADCY8
818,ENSCAFG00000001098,NA
819,ENSCAFG00000001100,EFR3A
820,ENSCAFG00000001101,PTPRK
821,ENSCAFG00000001102,NA
822,ENSCAFG00000001103,TRPC7
823,ENSCAFG00000001104,RANGAP1
824,ENSCAFG00000001105,KCNQ3
825,ENSCAFG00000001106,LAMA2
826,ENSCAFG00000001108,LRRC6
827,ENSCAFG00000001113,TMEM71
828,ENSCAFG00000001114,ARHGAP18
829,ENSCAFG00000001115,L3MBTL3
830,ENSCAFG00000001116,SAMD3
831,ENSCAFG00000001117,TMEM200A
832,ENSCAFG00000001120,L3MBTL2
833,ENSCAFG00000001124,PHF20L1
834,ENSCAFG00000001125,EP300
835,ENSCAFG00000001126,KLHL3
836,ENSCAFG00000001128,TG
837,ENSCAFG00000001130,ITPR3
838,ENSCAFG00000001131,SLA
839,ENSCAFG00000001132,HNRNPA0
840,ENSCAFG00000001133,CCN4
841,ENSCAFG00000001134,XPNPEP3
842,ENSCAFG00000001136,EPB41L2
843,ENSCAFG00000001137,DNAJB7
844,ENSCAFG00000001138,NA
845,ENSCAFG00000001139,ST13
846,ENSCAFG00000001140,MYOT
847,ENSCAFG00000001141,NDRG1
848,ENSCAFG00000001142,SLC25A17
849,ENSCAFG00000001143,MCHR1
850,ENSCAFG00000001144,NA
851,ENSCAFG00000001146,PKD2L2
852,ENSCAFG00000001147,AKAP7
853,ENSCAFG00000001148,ST3GAL1
854,ENSCAFG00000001149,NA
855,ENSCAFG00000001152,FAM13B
856,ENSCAFG00000001154,MRTFA
857,ENSCAFG00000001159,ZFAT
858,ENSCAFG00000001162,WNT8A
859,ENSCAFG00000001166,KHDRBS3
860,ENSCAFG00000001167,IBA57
861,ENSCAFG00000001170,GJC2
862,ENSCAFG00000001172,SGSM3
863,ENSCAFG00000001173,FAM135B
864,ENSCAFG00000001174,GUK1
865,ENSCAFG00000001176,MRPL55
866,ENSCAFG00000001177,C14H1orf35
867,ENSCAFG00000001178,COL22A1
868,ENSCAFG00000001179,WNT3A
869,ENSCAFG00000001180,KCNK9
870,ENSCAFG00000001181,TRAPPC9
871,ENSCAFG00000001184,PRSS38
872,ENSCAFG00000001186,BRD8
873,ENSCAFG00000001187,JMJD4
874,ENSCAFG00000001188,IP6K3
875,ENSCAFG00000001189,OR6F1
876,ENSCAFG00000001190,OR13G1
877,ENSCAFG00000001191,LEMD2
878,ENSCAFG00000001192,OR2AK3
879,ENSCAFG00000001194,MLN
880,ENSCAFG00000001195,OR2L17
881,ENSCAFG00000001196,AGO2
882,ENSCAFG00000001197,NA
883,ENSCAFG00000001198,PRXL2C
884,ENSCAFG00000001199,NA
885,ENSCAFG00000001201,CDC14B
886,ENSCAFG00000001202,GRM4
887,ENSCAFG00000001204,KIF20A
888,ENSCAFG00000001205,HABP4
889,ENSCAFG00000001207,NA
890,ENSCAFG00000001208,NA
891,ENSCAFG00000001209,CDC23
892,ENSCAFG00000001210,NA
893,ENSCAFG00000001211,HMGA1
894,ENSCAFG00000001212,NUDT3
895,ENSCAFG00000001213,ZNF367
896,ENSCAFG00000001214,RPS10
897,ENSCAFG00000001215,GFRA3
898,ENSCAFG00000001216,SLC35D2
899,ENSCAFG00000001217,PTK2
900,ENSCAFG00000001219,ERCC6L2
901,ENSCAFG00000001220,CDC25C
902,ENSCAFG00000001221,PACSIN1
903,ENSCAFG00000001226,TRIM58
904,ENSCAFG00000001227,SPDEF
905,ENSCAFG00000001228,DENND3
906,ENSCAFG00000001229,ILRUN
907,ENSCAFG00000001230,GNG5
908,ENSCAFG00000001231,SNRPC
909,ENSCAFG00000001232,SLC45A4
910,ENSCAFG00000001233,KDM3B
911,ENSCAFG00000001234,UHRF1BP1
912,ENSCAFG00000001235,NA
913,ENSCAFG00000001237,PTP4A3
914,ENSCAFG00000001239,TAF11
915,ENSCAFG00000001242,OR2AV1
916,ENSCAFG00000001244,REEP2
917,ENSCAFG00000001246,PTCH1
918,ENSCAFG00000001250,MROH5
919,ENSCAFG00000001253,OR2M9
920,ENSCAFG00000001254,EGR1
921,ENSCAFG00000001255,TNRC6B
922,ENSCAFG00000001256,NA
923,ENSCAFG00000001257,NA
924,ENSCAFG00000001263,OR2T6
925,ENSCAFG00000001264,TSNARE1
926,ENSCAFG00000001267,OR2T27
927,ENSCAFG00000001268,OR2T2
928,ENSCAFG00000001269,ADGRB1
929,ENSCAFG00000001270,OR2T11
930,ENSCAFG00000001272,NA
931,ENSCAFG00000001273,OR14I2
932,ENSCAFG00000001277,ANKS1A
933,ENSCAFG00000001278,OR2G6
934,ENSCAFG00000001280,SLURP1
935,ENSCAFG00000001282,ETF1
936,ENSCAFG00000001285,NA
937,ENSCAFG00000001286,FANCC
938,ENSCAFG00000001287,TCP11
939,ENSCAFG00000001288,FAM83F
940,ENSCAFG00000001289,LY6E
941,ENSCAFG00000001290,AKR1B1
942,ENSCAFG00000001292,LY6H
943,ENSCAFG00000001293,HSPA9
944,ENSCAFG00000001296,GRAP2
945,ENSCAFG00000001297,RHPN1
946,ENSCAFG00000001298,SCUBE3
947,ENSCAFG00000001299,ZC3H3
948,ENSCAFG00000001300,SLC35B4
949,ENSCAFG00000001301,GSDMD
950,ENSCAFG00000001302,NA
951,ENSCAFG00000001303,ENTHD1
952,ENSCAFG00000001304,ZNF76
953,ENSCAFG00000001305,FBP1
954,ENSCAFG00000001306,LRGUK
955,ENSCAFG00000001307,DEF6
956,ENSCAFG00000001308,EXOC4
957,ENSCAFG00000001309,NA
958,ENSCAFG00000001310,PPARD
959,ENSCAFG00000001312,CHCHD3
960,ENSCAFG00000001313,FANCE
961,ENSCAFG00000001314,CACNA1I
962,ENSCAFG00000001315,CTNNA1
963,ENSCAFG00000001316,DAPK1
964,ENSCAFG00000001317,EEF1D
965,ENSCAFG00000001318,RPL10A
966,ENSCAFG00000001319,TIGD5
967,ENSCAFG00000001324,ATF4
968,ENSCAFG00000001325,PYCR3
969,ENSCAFG00000001326,TEAD3
970,ENSCAFG00000001330,SIL1
971,ENSCAFG00000001331,TUT7
972,ENSCAFG00000001332,TAB1
973,ENSCAFG00000001333,GFUS
974,ENSCAFG00000001335,TULP1
975,ENSCAFG00000001337,SYNGR1
976,ENSCAFG00000001338,MAPK15
977,ENSCAFG00000001341,NA
978,ENSCAFG00000001343,FKBP5
979,ENSCAFG00000001344,NAA35
980,ENSCAFG00000001345,MATR3
981,ENSCAFG00000001346,RPL3
982,ENSCAFG00000001348,CLPSL2
983,ENSCAFG00000001349,CLPS
984,ENSCAFG00000001350,GOLM1
985,ENSCAFG00000001351,LHFPL5
986,ENSCAFG00000001352,NA
987,ENSCAFG00000001354,MLANA
988,ENSCAFG00000001355,KIAA2026
989,ENSCAFG00000001356,PDGFB
990,ENSCAFG00000001358,AGTPBP1
991,ENSCAFG00000001360,CBX7
992,ENSCAFG00000001361,APOBEC3Z3
993,ENSCAFG00000001362,PLXNA4
994,ENSCAFG00000001364,SRPK1
995,ENSCAFG00000001365,TPD52L3
996,ENSCAFG00000001367,NPTXR
997,ENSCAFG00000001369,NA
998,ENSCAFG00000001370,DNAL4
999,ENSCAFG00000001371,SUN2
1000,ENSCAFG00000001372,SCRIB
1001,ENSCAFG00000001376,SLC26A8
1002,ENSCAFG00000001377,GTPBP1
1003,ENSCAFG00000001378,MAPK14
1004,ENSCAFG00000001379,JOSD1
1005,ENSCAFG00000001380,NTRK2
1006,ENSCAFG00000001381,UHRF2
1007,ENSCAFG00000001382,MAPK13
1008,ENSCAFG00000001383,NA
1009,ENSCAFG00000001384,CBY1
1010,ENSCAFG00000001385,FAM227A
1011,ENSCAFG00000001386,BRPF3
1012,ENSCAFG00000001388,NA
1013,ENSCAFG00000001390,RMI1
1014,ENSCAFG00000001391,DMC1
1015,ENSCAFG00000001392,PNPLA1
1016,ENSCAFG00000001393,BNIP5
1017,ENSCAFG00000001394,ETV7
1018,ENSCAFG00000001395,DDX17
1019,ENSCAFG00000001396,NA
1020,ENSCAFG00000001397,NA
1021,ENSCAFG00000001398,KCTD20
1022,ENSCAFG00000001399,HNRNPK
1023,ENSCAFG00000001400,PUF60
1024,ENSCAFG00000001402,KDELR3
1025,ENSCAFG00000001403,PODXL
1026,ENSCAFG00000001404,C1H9orf64
1027,ENSCAFG00000001405,NRBP2
1028,ENSCAFG00000001406,MKLN1
1029,ENSCAFG00000001407,KCNJ4
1030,ENSCAFG00000001411,STK38
1031,ENSCAFG00000001413,CSNK1E
1032,ENSCAFG00000001414,SRSF3
1033,ENSCAFG00000001416,GLDC
1034,ENSCAFG00000001417,KIF27
1035,ENSCAFG00000001418,RAB44
1036,ENSCAFG00000001420,TMEM184B
1037,ENSCAFG00000001422,NA
1038,ENSCAFG00000001423,CPNE5
1039,ENSCAFG00000001424,PLA2G6
1040,ENSCAFG00000001425,GKAP1
1041,ENSCAFG00000001426,COPG2
1042,ENSCAFG00000001427,BAIAP2L2
1043,ENSCAFG00000001428,PPIL1
1044,ENSCAFG00000001429,SLC16A8
1045,ENSCAFG00000001431,PICK1
1046,ENSCAFG00000001432,C12H6orf89
1047,ENSCAFG00000001433,PLEC
1048,ENSCAFG00000001434,KDM4C
1049,ENSCAFG00000001435,UBQLN1
1050,ENSCAFG00000001436,SOX10
1051,ENSCAFG00000001437,POLR2F
1052,ENSCAFG00000001438,PI16
1053,ENSCAFG00000001439,C10H22orf23
1054,ENSCAFG00000001441,MTCH1
1055,ENSCAFG00000001442,MICALL1
1056,ENSCAFG00000001443,EIF3L
1057,ENSCAFG00000001444,FGD2
1058,ENSCAFG00000001445,GRINA
1059,ENSCAFG00000001446,FRMD3
1060,ENSCAFG00000001447,GALR3
1061,ENSCAFG00000001448,PIM1
1062,ENSCAFG00000001450,MEST
1063,ENSCAFG00000001453,RASEF
1064,ENSCAFG00000001456,GCAT
1065,ENSCAFG00000001459,CEP41
1066,ENSCAFG00000001460,PTPRD
1067,ENSCAFG00000001462,TLE1
1068,ENSCAFG00000001473,NA
1069,ENSCAFG00000001474,NA
1070,ENSCAFG00000001476,NA
1071,ENSCAFG00000001477,CMTR1
1072,ENSCAFG00000001478,NA
1073,ENSCAFG00000001479,NA
1074,ENSCAFG00000001480,TRIOBP
1075,ENSCAFG00000001484,LGALS2
1076,ENSCAFG00000001486,CPA5
1077,ENSCAFG00000001487,LGALS1
1078,ENSCAFG00000001488,MDGA1
1079,ENSCAFG00000001489,ZFAND3
1080,ENSCAFG00000001490,SH3BP1
1081,ENSCAFG00000001492,BTBD9
1082,ENSCAFG00000001494,SSMEM1
1083,ENSCAFG00000001495,TMEM209
1084,ENSCAFG00000001496,GGA1
1085,ENSCAFG00000001497,KLHDC10
1086,ENSCAFG00000001498,MPDZ
1087,ENSCAFG00000001499,NA
1088,ENSCAFG00000001500,NA
1089,ENSCAFG00000001501,CDC42EP1
1090,ENSCAFG00000001502,CARD10
1091,ENSCAFG00000001503,MFNG
1092,ENSCAFG00000001504,ELFN2
1093,ENSCAFG00000001505,UBE2H
1094,ENSCAFG00000001506,CYTH4
1095,ENSCAFG00000001507,NRF1
1096,ENSCAFG00000001508,RAC2
1097,ENSCAFG00000001509,SSTR3
1098,ENSCAFG00000001511,IL2RB
1099,ENSCAFG00000001512,TMPRSS6
1100,ENSCAFG00000001513,KCTD17
1101,ENSCAFG00000001514,MPST
1102,ENSCAFG00000001515,STRIP2
1103,ENSCAFG00000001516,TST
1104,ENSCAFG00000001517,TEX33
1105,ENSCAFG00000001518,DNAH8
1106,ENSCAFG00000001519,CSF2RB
1107,ENSCAFG00000001520,NFIB
1108,ENSCAFG00000001521,EXOSC4
1109,ENSCAFG00000001522,NCF4
1110,ENSCAFG00000001523,GPAA1
1111,ENSCAFG00000001524,AHCYL2
1112,ENSCAFG00000001526,IFT27
1113,ENSCAFG00000001529,CYC1
1114,ENSCAFG00000001530,NA
1115,ENSCAFG00000001531,SMO
1116,ENSCAFG00000001532,ZDHHC21
1117,ENSCAFG00000001533,TSPAN33
1118,ENSCAFG00000001534,TLE4
1119,ENSCAFG00000001535,CER1
1120,ENSCAFG00000001536,SHARPIN
1121,ENSCAFG00000001537,FREM1
1122,ENSCAFG00000001540,NA
1123,ENSCAFG00000001541,NA
1124,ENSCAFG00000001542,NA
1125,ENSCAFG00000001543,TNPO3
1126,ENSCAFG00000001544,EIF3D
1127,ENSCAFG00000001545,TTC39B
1128,ENSCAFG00000001546,MROH1
1129,ENSCAFG00000001547,GLP1R
1130,ENSCAFG00000001548,SNAPC3
1131,ENSCAFG00000001549,SAYSD1
1132,ENSCAFG00000001550,FOXRED2
1133,ENSCAFG00000001551,PSIP1
1134,ENSCAFG00000001553,TXN2
1135,ENSCAFG00000001554,NA
1136,ENSCAFG00000001556,NA
1137,ENSCAFG00000001557,CCDC171
1138,ENSCAFG00000001559,SCX
1139,ENSCAFG00000001560,KIF6
1140,ENSCAFG00000001562,BNC2
1141,ENSCAFG00000001563,HSF1
1142,ENSCAFG00000001564,NA
1143,ENSCAFG00000001565,DAAM2
1144,ENSCAFG00000001566,CNTLN
1145,ENSCAFG00000001567,SH3GL2
1146,ENSCAFG00000001568,MOCS1
1147,ENSCAFG00000001569,NA
1148,ENSCAFG00000001570,PSAT1
1149,ENSCAFG00000001571,LRFN2
1150,ENSCAFG00000001572,UNC5CL
1151,ENSCAFG00000001573,TMEM249
1152,ENSCAFG00000001574,TSPO2
1153,ENSCAFG00000001575,APOBEC2
1154,ENSCAFG00000001576,FBXL6
1155,ENSCAFG00000001577,CEP78
1156,ENSCAFG00000001578,OARD1
1157,ENSCAFG00000001579,GNAQ
1158,ENSCAFG00000001580,NFYA
1159,ENSCAFG00000001581,ADAMTSL1
1160,ENSCAFG00000001582,NA
1161,ENSCAFG00000001585,FLNC
1162,ENSCAFG00000001586,TREM2
1163,ENSCAFG00000001588,NA
1164,ENSCAFG00000001589,TREML2
1165,ENSCAFG00000001590,SAXO1
1166,ENSCAFG00000001591,TREM1
1167,ENSCAFG00000001593,NA
1168,ENSCAFG00000001595,ADCK5
1169,ENSCAFG00000001596,FOXP4
1170,ENSCAFG00000001597,MDFI
1171,ENSCAFG00000001598,HAUS6
1172,ENSCAFG00000001599,TFEB
1173,ENSCAFG00000001600,CPSF1
1174,ENSCAFG00000001601,PLIN2
1175,ENSCAFG00000001604,NA
1176,ENSCAFG00000001605,TOMM6
1177,ENSCAFG00000001606,NA
1178,ENSCAFG00000001607,SLC39A4
1179,ENSCAFG00000001608,NA
1180,ENSCAFG00000001609,USP49
1181,ENSCAFG00000001610,VPS28
1182,ENSCAFG00000001611,IRF5
1183,ENSCAFG00000001612,DENND4C
1184,ENSCAFG00000001613,MED20
1185,ENSCAFG00000001614,BYSL
1186,ENSCAFG00000001615,RPS6
1187,ENSCAFG00000001616,KCP
1188,ENSCAFG00000001617,VPS13A
1189,ENSCAFG00000001618,CCND3
1190,ENSCAFG00000001620,ATP6V1F
1191,ENSCAFG00000001621,TONSL
1192,ENSCAFG00000001622,TAF8
1193,ENSCAFG00000001623,SLC24A2
1194,ENSCAFG00000001624,CYHR1
1195,ENSCAFG00000001626,OPN1SW
1196,ENSCAFG00000001627,KIFC2
1197,ENSCAFG00000001630,MYH9
1198,ENSCAFG00000001631,GUCA1A
1199,ENSCAFG00000001632,FOXH1
1200,ENSCAFG00000001633,GUCA1B
1201,ENSCAFG00000001635,MLLT3
1202,ENSCAFG00000001636,NA
1203,ENSCAFG00000001637,FOXB2
1204,ENSCAFG00000001642,TRERF1
1205,ENSCAFG00000001644,FAM71F1
1206,ENSCAFG00000001645,FAM71F2
1207,ENSCAFG00000001646,PRUNE2
1208,ENSCAFG00000001648,GPT
1209,ENSCAFG00000001651,IMPDH1
1210,ENSCAFG00000001652,HACD4
1211,ENSCAFG00000001653,IFNB1
1212,ENSCAFG00000001655,MFSD3
1213,ENSCAFG00000001660,LRRC14
1214,ENSCAFG00000001667,RBM28
1215,ENSCAFG00000001669,ARHGAP39
1216,ENSCAFG00000001671,MTAP
1217,ENSCAFG00000001672,LEP
1218,ENSCAFG00000001673,COMMD5
1219,ENSCAFG00000001675,CDKN2A
1220,ENSCAFG00000001677,RPL8
1221,ENSCAFG00000001681,DMRTA1
1222,ENSCAFG00000001685,ZNF16
1223,ENSCAFG00000001686,NA
1224,ENSCAFG00000001688,ELAVL2
1225,ENSCAFG00000001690,PCSK5
1226,ENSCAFG00000001697,UBR2
1227,ENSCAFG00000001698,PLAA
1228,ENSCAFG00000001699,OSTF1
1229,ENSCAFG00000001700,SND1
1230,ENSCAFG00000001701,RBFOX2
1231,ENSCAFG00000001702,NMRK1
1232,ENSCAFG00000001703,CARNMT1
1233,ENSCAFG00000001704,APOL6
1234,ENSCAFG00000001705,MB
1235,ENSCAFG00000001706,IFT74
1236,ENSCAFG00000001709,MCM5
1237,ENSCAFG00000001710,CHRNA3
1238,ENSCAFG00000001711,HMOX1
1239,ENSCAFG00000001712,LRRC19
1240,ENSCAFG00000001713,TEK
1241,ENSCAFG00000001715,MOB3B
1242,ENSCAFG00000001716,IFNK
1243,ENSCAFG00000001717,TOM1
1244,ENSCAFG00000001718,LRRC4
1245,ENSCAFG00000001719,PAX4
1246,ENSCAFG00000001720,C11H9orf72
1247,ENSCAFG00000001721,FSCN3
1248,ENSCAFG00000001722,PRPH2
1249,ENSCAFG00000001723,TBCC
1250,ENSCAFG00000001725,BICRAL
1251,ENSCAFG00000001726,ARF5
1252,ENSCAFG00000001727,LINGO2
1253,ENSCAFG00000001728,NA
1254,ENSCAFG00000001730,GCC1
1255,ENSCAFG00000001731,NA
1256,ENSCAFG00000001732,HMGXB4
1257,ENSCAFG00000001733,ZNF800
1258,ENSCAFG00000001734,NA
1259,ENSCAFG00000001735,ISX
1260,ENSCAFG00000001736,CNPY3
1261,ENSCAFG00000001738,GRM8
1262,ENSCAFG00000001740,LARGE1
1263,ENSCAFG00000001741,GNMT
1264,ENSCAFG00000001744,NA
1265,ENSCAFG00000001745,CHRNA5
1266,ENSCAFG00000001747,NA
1267,ENSCAFG00000001748,PEX6
1268,ENSCAFG00000001751,TRPM6
1269,ENSCAFG00000001752,SYN3
1270,ENSCAFG00000001753,PPP2R5D
1271,ENSCAFG00000001754,POT1
1272,ENSCAFG00000001756,MEA1
1273,ENSCAFG00000001757,GPR37
1274,ENSCAFG00000001758,FBXO7
1275,ENSCAFG00000001759,NA
1276,ENSCAFG00000001762,TMEM229A
1277,ENSCAFG00000001763,RRP36
1278,ENSCAFG00000001765,SPAM1
1279,ENSCAFG00000001766,IREB2
1280,ENSCAFG00000001767,PWP1
1281,ENSCAFG00000001769,RORB
1282,ENSCAFG00000001771,WASL
1283,ENSCAFG00000001772,NA
1284,ENSCAFG00000001773,NA
1285,ENSCAFG00000001774,CUL7
1286,ENSCAFG00000001775,LMOD2
1287,ENSCAFG00000001777,BPIFC
1288,ENSCAFG00000001778,ANXA1
1289,ENSCAFG00000001779,ASB15
1290,ENSCAFG00000001781,WFS1
1291,ENSCAFG00000001782,MRPL2
1292,ENSCAFG00000001783,NA
1293,ENSCAFG00000001784,ZNF300
1294,ENSCAFG00000001785,RTCB
1295,ENSCAFG00000001786,ACO1
1296,ENSCAFG00000001787,KLC4
1297,ENSCAFG00000001788,PRDM4
1298,ENSCAFG00000001789,NA
1299,ENSCAFG00000001790,GRM3
1300,ENSCAFG00000001791,ALDH1A1
1301,ENSCAFG00000001792,LIMCH1
1302,ENSCAFG00000001793,BTBD11
1303,ENSCAFG00000001795,PHOX2B
1304,ENSCAFG00000001796,TMEM33
1305,ENSCAFG00000001797,CRY1
1306,ENSCAFG00000001798,SLC30A9
1307,ENSCAFG00000001799,MTERF2
1308,ENSCAFG00000001800,TMEM263
1309,ENSCAFG00000001801,TMC1
1310,ENSCAFG00000001802,BEND4
1311,ENSCAFG00000001804,SHISA3
1312,ENSCAFG00000001805,RIC8B
1313,ENSCAFG00000001807,DDX58
1314,ENSCAFG00000001808,ELAPOR2
1315,ENSCAFG00000001809,TOPORS
1316,ENSCAFG00000001811,ZFAND5
1317,ENSCAFG00000001812,APTX
1318,ENSCAFG00000001813,RFX4
1319,ENSCAFG00000001814,PTK7
1320,ENSCAFG00000001815,GDA
1321,ENSCAFG00000001816,ATP8A1
1322,ENSCAFG00000001818,DNAJA1
1323,ENSCAFG00000001819,DMTF1
1324,ENSCAFG00000001820,C1H9orf85
1325,ENSCAFG00000001821,ABHD17B
1326,ENSCAFG00000001825,CEMIP2
1327,ENSCAFG00000001827,CROT
1328,ENSCAFG00000001828,KCTD8
1329,ENSCAFG00000001829,SRF
1330,ENSCAFG00000001830,NA
1331,ENSCAFG00000001832,YIPF7
1332,ENSCAFG00000001833,ABCB4
1333,ENSCAFG00000001834,CUL9
1334,ENSCAFG00000001835,ABCB1
1335,ENSCAFG00000001836,SMU1
1336,ENSCAFG00000001837,DNPH1
1337,ENSCAFG00000001838,RUNDC3B
1338,ENSCAFG00000001839,TTBK1
1339,ENSCAFG00000001840,B4GALT1
1340,ENSCAFG00000001841,SLC25A40
1341,ENSCAFG00000001842,CRIP3
1342,ENSCAFG00000001843,SPINK4
1343,ENSCAFG00000001844,BAG1
1344,ENSCAFG00000001846,NA
1345,ENSCAFG00000001847,ZNF318
1346,ENSCAFG00000001848,NFX1
1347,ENSCAFG00000001849,TRPM3
1348,ENSCAFG00000001850,GUF1
1349,ENSCAFG00000001851,POLR3B
1350,ENSCAFG00000001852,ADAM22
1351,ENSCAFG00000001853,ABCC10
1352,ENSCAFG00000001854,NA
1353,ENSCAFG00000001855,SRI
1354,ENSCAFG00000001856,STEAP4
1355,ENSCAFG00000001857,NA
1356,ENSCAFG00000001858,DLK2
1357,ENSCAFG00000001859,TEX47
1358,ENSCAFG00000001862,ZNF804B
1359,ENSCAFG00000001865,TJAP1
1360,ENSCAFG00000001866,NA
1361,ENSCAFG00000001867,KLF9
1362,ENSCAFG00000001868,YIPF3
1363,ENSCAFG00000001869,NOL6
1364,ENSCAFG00000001870,STEAP2
1365,ENSCAFG00000001871,GNPDA2
1366,ENSCAFG00000001872,POLR1C
1367,ENSCAFG00000001873,TCP11L2
1368,ENSCAFG00000001874,CFAP69
1369,ENSCAFG00000001875,CKAP4
1370,ENSCAFG00000001877,NA
1371,ENSCAFG00000001878,GABRG1
1372,ENSCAFG00000001879,NUAK1
1373,ENSCAFG00000001880,SMC5
1374,ENSCAFG00000001882,GTPBP10
1375,ENSCAFG00000001883,GABRA1
1376,ENSCAFG00000001884,CLDN12
1377,ENSCAFG00000001885,APPL2
1378,ENSCAFG00000001889,GABRB1
1379,ENSCAFG00000001890,MAMDC2
1380,ENSCAFG00000001891,UBAP2
1381,ENSCAFG00000001892,XPO5
1382,ENSCAFG00000001893,C1H9orf135
1383,ENSCAFG00000001894,WASHC4
1384,ENSCAFG00000001895,PTAR1
1385,ENSCAFG00000001897,APBA1
1386,ENSCAFG00000001898,CDK14
1387,ENSCAFG00000001899,COMMD8
1388,ENSCAFG00000001900,FAM189A2
1389,ENSCAFG00000001901,DCAF12
1390,ENSCAFG00000001902,TJP2
1391,ENSCAFG00000001903,ATP10D
1392,ENSCAFG00000001905,NA
1393,ENSCAFG00000001906,FZD1
1394,ENSCAFG00000001907,CORIN
1395,ENSCAFG00000001908,MTERF1
1396,ENSCAFG00000001909,KIF24
1397,ENSCAFG00000001910,POLH
1398,ENSCAFG00000001911,ALDH1L2
1399,ENSCAFG00000001913,NFXL1
1400,ENSCAFG00000001915,C11H9orf24
1401,ENSCAFG00000001916,PIP5K1B
1402,ENSCAFG00000001917,CNGA1
1403,ENSCAFG00000001918,GTPBP2
