gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,source_file
ENSCAFG00000011186,DCLRE1A,828.3676021,-0.171398487,0.166173791,0.004055969,0.239267933,ccl2
ENSCAFG00000017243,INTS14,915.7804361,-0.186874837,0.143284134,0.004061695,0.239267933,ccl2
ENSCAFG00000002190,RFX8,10.10451322,0.448452663,1.104834603,0.004099561,0.240347898,ccl2
ENSCAFG00000016070,DAGLA,209.0839016,0.157414464,0.262202769,0.004111173,0.240347898,ccl2
ENSCAFG00000046488,SMURF2,1181.285027,0.173174829,0.362422132,0.004145254,0.241425867,ccl2
ENSCAFG00000011295,PSMB5,4295.009622,-0.163084717,0.180621238,0.004208398,0.244181994,ccl2
ENSCAFG00000010547,COL17A1,3309.839453,0.511240227,1.297731142,0.004273064,0.244373311,ccl2
ENSCAFG00000012169,SYTL1,550.2309291,0.419003317,1.048786213,0.004287218,0.244373311,ccl2
ENSCAFG00000015767,GANAB,6871.790828,0.162481561,0.179987871,0.004276869,0.244373311,ccl2
ENSCAFG00000028596,,16.23286056,-0.20276051,0.479211631,0.004290862,0.244373311,ccl2
ENSCAFG00000036085,,34.11543496,0.332175237,0.83249872,0.00429003,0.244373311,ccl2
ENSCAFG00000029471,CLIC2,22.78230456,-0.486152787,1.237029848,0.004370372,0.24798645,ccl2
ENSCAFG00000009104,STC1,1344.158598,0.446790914,1.133221924,0.004414725,0.249585615,ccl2
ENSCAFG00000001235,,28.21647203,0.535159716,1.4351311,0.004482181,0.252474407,ccl2
ENSCAFG00000007309,PAX8,263.3870382,0.530729047,1.424279771,0.004520952,0.253732273,ccl2
ENSCAFG00000012314,ARID1A,3920.47119,-0.156784732,0.186110882,0.004591038,0.255805349,ccl2
ENSCAFG00000028955,RPL23,24814.7945,-0.167618651,0.162480651,0.004574705,0.255805349,ccl2
ENSCAFG00000006052,RASSF2,660.9972978,-0.491609945,1.288819017,0.004614367,0.256180378,ccl2
ENSCAFG00000017113,DCST1,62.5344095,0.294530313,0.758220624,0.004654675,0.257491965,ccl2
ENSCAFG00000005725,SLC38A10,7630.236752,0.153981361,0.192651106,0.004684432,0.257583877,ccl2
ENSCAFG00000012225,MCMBP,2601.112649,-0.183318785,0.14025821,0.004689716,0.257583877,ccl2
ENSCAFG00000014537,OIT3,15.39611478,-0.43944435,1.143467733,0.004707193,0.257627005,ccl2
ENSCAFG00000010431,CACNA2D2,693.4551483,0.44488655,1.16269022,0.004742891,0.258464974,ccl2
ENSCAFG00000027465,,26.36050415,-0.291927778,0.756997818,0.004755997,0.258464974,ccl2
ENSCAFG00000003043,KIAA1958,76.98815054,-0.173582724,0.406267794,0.00493123,0.259410511,ccl2
ENSCAFG00000007572,,191.484089,-0.20736062,0.524736598,0.004941473,0.259410511,ccl2
ENSCAFG00000010374,,97.68869316,0.481602895,1.302569242,0.004914935,0.259410511,ccl2
ENSCAFG00000010507,,876.3800833,-0.162932141,0.164447615,0.004904985,0.259410511,ccl2
ENSCAFG00000016806,MEF2D,898.3067094,0.147047328,0.226638239,0.004932181,0.259410511,ccl2
ENSCAFG00000019428,HCFC1,8283.803953,-0.190272564,0.120471528,0.00485171,0.259410511,ccl2
ENSCAFG00000029121,FAM78A,91.72641971,-0.449971381,1.189314203,0.004848427,0.259410511,ccl2
ENSCAFG00000041320,CACNG4,178.1480829,0.454590145,1.212427836,0.004924347,0.259410511,ccl2
ENSCAFG00000041885,,62.08353217,-0.148384552,0.212560087,0.004896927,0.259410511,ccl2
ENSCAFG00000042654,,5.865653587,-0.222335461,0.566613096,0.00484384,0.259410511,ccl2
ENSCAFG00000006917,MAP3K1,402.4743198,-0.150252012,0.292672118,0.004996512,0.259650389,ccl2
ENSCAFG00000017552,S100A5,6890.594049,0.306309233,0.80856887,0.004992384,0.259650389,ccl2
ENSCAFG00000042364,,832.2222426,-0.159126431,0.169837856,0.004979761,0.259650389,ccl2
ENSCAFG00000000300,HIVEP2,1092.948669,-0.145629193,0.243377892,0.005058496,0.260242744,ccl2
ENSCAFG00000009811,IGSF3,1281.033058,0.18240887,0.445516613,0.005058083,0.260242744,ccl2
ENSCAFG00000011722,CD34,150.7042922,0.421911189,1.125290622,0.005026768,0.260242744,ccl2
ENSCAFG00000019444,EXD3,12.66499308,-0.172998113,0.412327598,0.005112354,0.262139754,ccl2
ENSCAFG00000042502,,7.447558676,0.157862638,0.347491314,0.005144687,0.262924171,ccl2
ENSCAFG00000012661,RFX5,845.0815813,-0.22209251,0.580223196,0.005164388,0.263059941,ccl2
ENSCAFG00000013806,M6PR,8997.24778,-0.207093088,0.534434874,0.005184199,0.263200408,ccl2
ENSCAFG00000000160,NAB2,1227.720364,0.186853745,0.473892594,0.005351509,0.264760292,ccl2
ENSCAFG00000008218,ADGRV1,118.0423386,-0.245586026,0.658531194,0.00536055,0.264760292,ccl2
ENSCAFG00000012713,KIF1A,450.1114456,-0.461202405,1.278816341,0.005242304,0.264760292,ccl2
ENSCAFG00000016399,LFNG,1073.735599,0.190824548,0.485388133,0.005296179,0.264760292,ccl2
ENSCAFG00000018583,PDE4B,643.9702969,0.199504658,0.518035157,0.005380532,0.264760292,ccl2
ENSCAFG00000019036,LIPG,1954.46055,0.352893455,0.959087039,0.005386467,0.264760292,ccl2
ENSCAFG00000028473,,907.0550191,0.14809454,0.297230369,0.005267867,0.264760292,ccl2
ENSCAFG00000045193,,4.299146475,-0.275592237,0.744882148,0.0053793,0.264760292,ccl2
ENSCAFG00000048550,,48.60131656,-0.333668708,0.90230896,0.005328663,0.264760292,ccl2
ENSCAFG00000050051,,285.7613164,0.146582576,0.285832889,0.00527529,0.264760292,ccl2
ENSCAFG00000011227,PRSS56,13.56287207,0.31502272,0.855963906,0.005412313,0.26518614,ccl2
ENSCAFG00000032762,,1175.928808,-0.236821908,0.640809138,0.005544037,0.270780599,ccl2
ENSCAFG00000011417,,1001.953914,-0.146545515,0.309244766,0.005610857,0.273179689,ccl2
ENSCAFG00000003516,TRIM32,302.8520284,0.139051985,0.238754617,0.005750201,0.276475397,ccl2
ENSCAFG00000005139,JMJD6,3055.420049,0.139491674,0.250814472,0.005733608,0.276475397,ccl2
ENSCAFG00000014000,SAC3D1,635.4022378,0.163445485,0.153302702,0.005728153,0.276475397,ccl2
ENSCAFG00000018844,ADAMTS12,101.981983,0.417013783,1.181347054,0.005730108,0.276475397,ccl2
ENSCAFG00000003896,HSPA4L,727.3399104,-0.139221319,0.220397066,0.005785488,0.276867149,ccl2
ENSCAFG00000010974,MST1R,28.29240435,0.336897129,0.939898785,0.005794226,0.276867149,ccl2
ENSCAFG00000000075,TNFRSF11A,511.1060454,-0.317972468,0.887311635,0.005822483,0.277358662,ccl2
ENSCAFG00000005245,ELOVL1,1900.392176,0.163219539,0.152398698,0.005850155,0.277819353,ccl2
ENSCAFG00000011940,PARP9,271.0996422,-0.193942198,0.519266246,0.005884977,0.278615731,ccl2
ENSCAFG00000005049,CYP2S1,352.2134012,0.38743543,1.107589989,0.00599706,0.283053896,ccl2
ENSCAFG00000006759,TRMT9B,41.21518357,0.317075771,0.89700035,0.006042898,0.283076738,ccl2
ENSCAFG00000014650,CDCA3,6568.530434,-0.166570266,0.42429073,0.006017809,0.283076738,ccl2
ENSCAFG00000015919,WNT5B,1552.431615,0.330850717,0.937886869,0.006052567,0.283076738,ccl2
ENSCAFG00000004800,,416.3780632,-0.136070359,0.224156727,0.006136158,0.284617064,ccl2
ENSCAFG00000010115,TMEFF2,840.210755,0.323755686,0.923156335,0.006159265,0.284617064,ccl2
ENSCAFG00000010346,MED10,420.6849951,0.137162503,0.211221769,0.006119891,0.284617064,ccl2
ENSCAFG00000013273,E2F2,394.4657066,-0.212472941,0.590291466,0.006157585,0.284617064,ccl2
ENSCAFG00000004129,ENDOD1,1370.621122,0.159394635,0.405204214,0.00629939,0.287666981,ccl2
ENSCAFG00000004502,KLC3,316.2257202,-0.135024497,0.229138505,0.006244606,0.287666981,ccl2
ENSCAFG00000020044,,41.8709973,-0.139200576,0.190814226,0.006299821,0.287666981,ccl2
ENSCAFG00000049427,,61.72387408,-0.147040103,0.169937742,0.006297071,0.287666981,ccl2
ENSCAFG00000044250,,10.0842561,0.17304395,0.461566387,0.006348927,0.289054119,ccl2
ENSCAFG00000001844,BAG1,3341.177519,0.154342791,0.15764779,0.006399377,0.290494095,ccl2
ENSCAFG00000009967,CHRM3,165.3347049,0.417512056,1.337438061,0.006468497,0.291914566,ccl2
ENSCAFG00000016268,,921.9547395,-0.141302695,0.17968793,0.006466233,0.291914566,ccl2
ENSCAFG00000030330,CPTP,175.4702674,0.134266475,0.209593749,0.00650831,0.292854955,ccl2
ENSCAFG00000005747,TCIM,41.7562913,0.413038059,1.294178268,0.006546602,0.292958976,ccl2
ENSCAFG00000017615,ST8SIA5,170.0098871,0.314136502,0.915886525,0.006548584,0.292958976,ccl2
ENSCAFG00000000572,,1403.292708,0.144689907,0.169293904,0.006635614,0.295200647,ccl2
ENSCAFG00000015143,TAPBPL,295.5583096,-0.306905018,0.899472164,0.006656073,0.295200647,ccl2
ENSCAFG00000045162,,46.93121339,-0.131807405,0.234285399,0.006655357,0.295200647,ccl2
ENSCAFG00000006240,MCF2L,755.8854119,-0.368193274,1.103040028,0.006719121,0.296382301,ccl2
ENSCAFG00000045135,,51.04496619,0.369204219,1.106885939,0.006721123,0.296382301,ccl2
ENSCAFG00000001084,CXCL14,721.8099431,0.395894195,1.240524485,0.006847836,0.297286391,ccl2
ENSCAFG00000009471,SERINC3,1520.665482,0.134550895,0.192340962,0.006857195,0.297286391,ccl2
ENSCAFG00000009564,ATP2B4,4014.512501,0.158542308,0.419476618,0.006801069,0.297286391,ccl2
ENSCAFG00000010333,,4.359239795,0.327274545,0.9716927,0.006811529,0.297286391,ccl2
ENSCAFG00000010459,SLC6A18,27.31269077,-0.24908737,0.730751044,0.006839282,0.297286391,ccl2
ENSCAFG00000013334,RELA,4247.817855,0.178303169,0.119199233,0.00683886,0.297286391,ccl2
ENSCAFG00000007932,EDEM2,1668.166188,0.130159484,0.219492001,0.006952566,0.299737172,ccl2
ENSCAFG00000014569,PDCD10,1194.836601,0.135860662,0.185055863,0.006943479,0.299737172,ccl2
ENSCAFG00000002641,TTC7A,2734.937403,0.128609249,0.22261523,0.00715276,0.305750044,ccl2
ENSCAFG00000003578,EPHA1,17.19136435,0.335197389,1.016928966,0.007122008,0.305750044,ccl2
ENSCAFG00000018531,DLGAP1,64.20321062,0.324819595,0.986092203,0.007191089,0.305750044,ccl2
ENSCAFG00000019012,FAM151A,82.7523349,0.278937141,0.837239361,0.007167518,0.305750044,ccl2
ENSCAFG00000030102,TPC3,182.0699773,0.316229218,0.957111838,0.007182154,0.305750044,ccl2
ENSCAFG00000015124,NCAPD2,8278.257396,-0.127442951,0.223295587,0.007322843,0.309724587,ccl2
ENSCAFG00000016429,TNFRSF8,228.5799158,-0.296027004,0.8988613,0.007324704,0.309724587,ccl2
ENSCAFG00000045995,,6.094513318,-0.169100809,0.480446117,0.007387579,0.311529782,ccl2
ENSCAFG00000008717,SLC39A13,952.5247596,0.126365216,0.218805014,0.007525695,0.31588633,ccl2
ENSCAFG00000023807,,5.059358858,0.174627248,0.505685109,0.007531824,0.31588633,ccl2
ENSCAFG00000007130,NSMAF,1749.356077,-0.156038421,0.147041344,0.007578774,0.316452499,ccl2
ENSCAFG00000008804,MARCHF1,127.9762705,-0.263122927,0.806236857,0.007627338,0.316452499,ccl2
ENSCAFG00000019937,KIAA0513,966.1883115,0.162334329,0.460335193,0.007601241,0.316452499,ccl2
ENSCAFG00000049624,,65.34137055,-0.126853078,0.20667113,0.007621458,0.316452499,ccl2
ENSCAFG00000001807,DDX58,234.3400569,-0.164804966,0.473582771,0.007718567,0.316830764,ccl2
ENSCAFG00000013668,,2189.306197,-0.140309694,0.365843133,0.007714547,0.316830764,ccl2
ENSCAFG00000015642,FOXM1,2384.298052,-0.145928289,0.156488325,0.007694675,0.316830764,ccl2
ENSCAFG00000019851,ELAPOR1,21.39861457,0.223914211,0.681634229,0.007705205,0.316830764,ccl2
ENSCAFG00000010934,RFTN2,78.1190358,0.247030707,0.760223917,0.007788176,0.317408424,ccl2
ENSCAFG00000013360,PPP2R3C,714.2874085,-0.126421466,0.278695151,0.007814902,0.317408424,ccl2
ENSCAFG00000019022,ACOT11,78.93486341,0.262970695,0.811669203,0.007775451,0.317408424,ccl2
ENSCAFG00000022711,,7493.304757,-0.127969756,0.292365695,0.007803341,0.317408424,ccl2
ENSCAFG00000006889,CD44,25392.50473,0.130174693,0.313670999,0.007904743,0.3194689,ccl2
ENSCAFG00000029513,ZNF829,283.6772468,-0.124063858,0.217802677,0.007907031,0.3194689,ccl2
ENSCAFG00000014045,LRRC20,186.8256271,0.123608457,0.222227995,0.007942637,0.320069608,ccl2
ENSCAFG00000003510,PTPRZ1,73.07269992,0.356444487,1.193758808,0.008008745,0.32022531,ccl2
ENSCAFG00000013417,STYK1,7.972949236,0.234764278,0.727505233,0.008001638,0.32022531,ccl2
ENSCAFG00000024043,,394.8879565,-0.138298325,0.163834095,0.008003377,0.32022531,ccl2
ENSCAFG00000012437,SDR39U1,422.9232991,-0.153221624,0.146808526,0.008075846,0.321243821,ccl2
ENSCAFG00000015797,PADI3,41.07852241,-0.314043689,0.99964027,0.008062719,0.321243821,ccl2
ENSCAFG00000001131,SLA,2015.093315,-0.344452521,1.258180493,0.008250173,0.322123794,ccl2
ENSCAFG00000012257,AP2M1,13549.19451,0.140508261,0.158894546,0.008220255,0.322123794,ccl2
ENSCAFG00000015196,SCNN1A,445.596164,-0.168671441,0.502951835,0.008226522,0.322123794,ccl2
ENSCAFG00000017192,HMMR,1878.070754,-0.13958451,0.159711249,0.008264936,0.322123794,ccl2
ENSCAFG00000018807,IMPA2,228.6120435,0.122855003,0.26272494,0.008198524,0.322123794,ccl2
ENSCAFG00000024515,ARSH,54.04710667,0.261791623,0.825306218,0.008218922,0.322123794,ccl2
ENSCAFG00000028477,,10.97230064,-0.302838795,0.968394964,0.008238897,0.322123794,ccl2
ENSCAFG00000032619,,5.264313161,0.147334872,0.413162055,0.008162326,0.322123794,ccl2
ENSCAFG00000005203,TSKU,503.7297355,0.122765925,0.205482449,0.008322207,0.323442024,ccl2
ENSCAFG00000007945,PROCR,538.6333158,0.223860433,0.702229701,0.008340672,0.323442024,ccl2
ENSCAFG00000000783,PBX2,1035.968427,-0.131124601,0.171225139,0.008476453,0.324647757,ccl2
ENSCAFG00000006238,,366.6356424,-0.120723203,0.215219003,0.008517556,0.324647757,ccl2
ENSCAFG00000017792,,140.0865555,-0.129862311,0.174006072,0.008471913,0.324647757,ccl2
ENSCAFG00000026256,,65.64659766,-0.121672216,0.262126504,0.008403648,0.324647757,ccl2
ENSCAFG00000030544,,587.6689654,0.127836908,0.179548093,0.008444235,0.324647757,ccl2
ENSCAFG00000030847,PXDC1,311.7774874,0.177790891,0.545372051,0.008519006,0.324647757,ccl2
ENSCAFG00000048677,,18.12050727,-0.221720857,0.70045768,0.008514264,0.324647757,ccl2
ENSCAFG00000005717,NEB,276.3390682,-0.249432539,0.79808866,0.008608346,0.325640237,ccl2
ENSCAFG00000015157,TNIK,1904.855734,0.223844139,0.710124402,0.00859053,0.325640237,ccl2
ENSCAFG00000017823,,174.0147021,-0.123859557,0.190543152,0.008584076,0.325640237,ccl2
ENSCAFG00000044504,,66.88448392,-0.133943283,0.164362737,0.008649202,0.32638577,ccl2
ENSCAFG00000014701,PTGER2,308.1702742,0.239877811,0.76786517,0.00867868,0.326699398,ccl2
ENSCAFG00000016008,RPL9,18273.18915,-0.159480199,0.137996938,0.008739575,0.328191244,ccl2
ENSCAFG00000000364,WIF1,268.8747855,0.332387252,1.183800785,0.008909311,0.332214559,ccl2
ENSCAFG00000010650,,565.83028,0.129391582,0.169822041,0.008891939,0.332214559,ccl2
ENSCAFG00000024531,,1591.769065,0.124259828,0.182271157,0.008911289,0.332214559,ccl2
ENSCAFG00000013983,COL13A1,356.3485344,0.32692075,1.150197642,0.009065089,0.336336343,ccl2
ENSCAFG00000017958,COL5A3,624.9080606,0.31726594,1.083658334,0.009065435,0.336336343,ccl2
ENSCAFG00000018220,PEX11G,89.88173558,0.150377832,0.14421376,0.009111701,0.337242185,ccl2
ENSCAFG00000001456,GCAT,1218.567078,-0.121574306,0.299913137,0.009136419,0.33734808,ccl2
ENSCAFG00000013167,AKAP6,197.1197999,0.269336507,0.889999496,0.009168995,0.337742886,ccl2
ENSCAFG00000017932,ARID3B,304.1651251,-0.150184674,0.454222047,0.00924159,0.338955122,ccl2
ENSCAFG00000019934,CIBAR2,9.35279829,0.285361838,0.954257442,0.009245828,0.338955122,ccl2
ENSCAFG00000009255,PTPN22,65.79993802,-0.259448411,0.858680521,0.009288704,0.339720027,ccl2
ENSCAFG00000008690,RAPSN,50.05619798,0.13646522,0.39412111,0.009343638,0.340386315,ccl2
ENSCAFG00000014586,USP5,8774.03056,-0.115992157,0.246164616,0.009353923,0.340386315,ccl2
ENSCAFG00000048614,,19.35389343,0.117595811,0.202012043,0.009373084,0.340386315,ccl2
ENSCAFG00000007585,,18.39414785,0.132398254,0.37489751,0.009396393,0.340431774,ccl2
ENSCAFG00000006372,TMCO3,938.2606376,0.124596177,0.173275852,0.009467018,0.342177976,ccl2
ENSCAFG00000010323,SRD5A1,360.3940084,0.115565891,0.251638775,0.009488932,0.342177976,ccl2
ENSCAFG00000017396,KATNIP,562.8576764,0.128110044,0.165723012,0.009530984,0.342893262,ccl2
ENSCAFG00000018466,ADAP2,226.8852819,-0.232787046,0.771953824,0.009554204,0.342929274,ccl2
ENSCAFG00000002223,NPAS2,119.7103918,0.115929848,0.266775686,0.009609818,0.343328552,ccl2
ENSCAFG00000016225,ACAP1,509.1737218,-0.125442461,0.3418964,0.009608209,0.343328552,ccl2
ENSCAFG00000005927,DCXR,1084.351708,0.121369597,0.17870948,0.009680584,0.343531646,ccl2
ENSCAFG00000007852,RSRC2,2316.19306,-0.156268151,0.136699674,0.009711127,0.343531646,ccl2
ENSCAFG00000014541,SPSB2,323.5159681,-0.147900337,0.455360394,0.009699783,0.343531646,ccl2
ENSCAFG00000021854,,17.45684621,-0.118207274,0.294342612,0.009698837,0.343531646,ccl2
ENSCAFG00000030285,CDR2L,3424.499371,0.121452627,0.319924277,0.009726793,0.343531646,ccl2
ENSCAFG00000000550,RGS17,135.4684088,0.117878189,0.296219536,0.009819335,0.346008239,ccl2
ENSCAFG00000013607,PDE11A,25.92959609,-0.21025472,0.700945546,0.009902311,0.348137285,ccl2
ENSCAFG00000017956,CPLX3,25.17550848,-0.26478334,0.90657512,0.009977551,0.349191664,ccl2
ENSCAFG00000029158,ZNF385A,871.3996015,-0.165398924,0.533758832,0.009961981,0.349191664,ccl2
ENSCAFG00000030303,SDHAF2,1824.526628,0.148505265,0.141903282,0.010049732,0.35092209,ccl2
ENSCAFG00000041041,,20.57422086,0.217150359,0.731732448,0.010099614,0.351867815,ccl2
ENSCAFG00000012045,PCNT,3349.165847,-0.124195799,0.167203908,0.010123226,0.351896108,ccl2
ENSCAFG00000001254,EGR1,4381.52145,0.205935309,0.694786499,0.010258841,0.353457676,ccl2
ENSCAFG00000001559,SCX,57.04685371,-0.192486267,0.644740237,0.010259754,0.353457676,ccl2
ENSCAFG00000012212,RAB4A,410.7568465,0.128021726,0.160340838,0.010230225,0.353457676,ccl2
ENSCAFG00000020121,ABCA4,18.54664349,0.199271698,0.668550654,0.010200873,0.353457676,ccl2
ENSCAFG00000017854,SLC39A6,2444.417943,0.134881997,0.151606194,0.010416186,0.355671273,ccl2
ENSCAFG00000018434,,352.5786705,-0.128155144,0.159213518,0.010372005,0.355671273,ccl2
ENSCAFG00000045208,,57.39155144,0.139405185,0.432862847,0.010382609,0.355671273,ccl2
ENSCAFG00000045833,,285.6438337,-0.137259381,0.149561573,0.010394295,0.355671273,ccl2
ENSCAFG00000001957,DOCK8,2548.79216,-0.248334166,0.862752904,0.010516814,0.356184563,ccl2
ENSCAFG00000012719,POGZ,1990.371851,-0.111429432,0.256439366,0.010480169,0.356184563,ccl2
ENSCAFG00000018784,,13062.71465,-0.11967008,0.17268667,0.010507582,0.356184563,ccl2
ENSCAFG00000044347,,16.30516938,-0.175271829,0.585397901,0.01052353,0.356184563,ccl2
ENSCAFG00000011629,CLCF1,1140.008566,0.11098074,0.257766303,0.010607816,0.358251716,ccl2
ENSCAFG00000014616,COMP,95.53427945,0.1979737,0.678946725,0.010800578,0.363965315,ccl2
ENSCAFG00000001020,CDKN2AIPNL,360.3806664,-0.130949122,0.153162751,0.010884609,0.364463555,ccl2
ENSCAFG00000004233,,1286.3706,-0.110024295,0.208125061,0.010893693,0.364463555,ccl2
ENSCAFG00000019201,MGRN1,2663.347592,0.14583819,0.140894125,0.01090982,0.364463555,ccl2
ENSCAFG00000023463,ITPR1,1210.556192,-0.109567619,0.213324862,0.010905084,0.364463555,ccl2
ENSCAFG00000031779,,11.79259382,0.236221131,0.829685662,0.010942022,0.36474983,ccl2
ENSCAFG00000000990,TCF7,344.0813961,0.232509521,0.820988458,0.011126922,0.367366332,ccl2
ENSCAFG00000007167,CHD7,1006.691361,-0.115509657,0.322150708,0.011201378,0.367366332,ccl2
ENSCAFG00000010595,RGS2,1214.18116,0.173606852,0.594503174,0.01122394,0.367366332,ccl2
ENSCAFG00000011835,IGSF9,572.2971412,0.143509275,0.466510218,0.011088229,0.367366332,ccl2
ENSCAFG00000014546,HTRA3,199.0012016,0.223175075,0.787364242,0.011231841,0.367366332,ccl2
ENSCAFG00000015394,,461.0101964,-0.11594259,0.173848498,0.011228426,0.367366332,ccl2
ENSCAFG00000019392,RAB26,81.8464391,-0.107969272,0.248225665,0.011250647,0.367366332,ccl2
ENSCAFG00000019893,CFAP77,6.58400678,0.21114219,0.73960674,0.011198258,0.367366332,ccl2
ENSCAFG00000030211,SDC4,3689.395744,0.145827587,0.480717032,0.01128234,0.367366332,ccl2
ENSCAFG00000031390,MPZL1,1556.614144,0.107893126,0.216360029,0.011280868,0.367366332,ccl2
ENSCAFG00000041918,ATG9B,100.5898199,0.217256559,0.762808559,0.01118117,0.367366332,ccl2
ENSCAFG00000001759,,128.2085539,0.273058561,1.01900844,0.011356866,0.367467239,ccl2
ENSCAFG00000007626,PIK3R1,1321.557311,-0.12191629,0.365176142,0.011332203,0.367467239,ccl2
ENSCAFG00000015703,LRRN4CL,230.3851372,0.16301399,0.554544318,0.011347685,0.367467239,ccl2
ENSCAFG00000012932,RHOBTB1,325.7896194,-0.108758857,0.272956679,0.011465141,0.367885614,ccl2
ENSCAFG00000012933,SRRM1,4414.182134,-0.122857157,0.159493689,0.011440717,0.367885614,ccl2
ENSCAFG00000014660,AOC3,188.5481865,-0.138640561,0.45086749,0.011403296,0.367885614,ccl2
ENSCAFG00000020292,DNAI3,25.99333688,0.126750388,0.394180653,0.011461332,0.367885614,ccl2
ENSCAFG00000007810,ERAP1,1382.421379,-0.10775829,0.202991538,0.011597705,0.36859907,ccl2
ENSCAFG00000012293,ADCY4,160.4194348,0.109347958,0.284757921,0.011606787,0.36859907,ccl2
ENSCAFG00000029171,SMYD3,403.276288,0.108830328,0.275938245,0.011516685,0.36859907,ccl2
ENSCAFG00000043940,,40.09634464,0.157579485,0.537236104,0.011597577,0.36859907,ccl2
ENSCAFG00000046992,,4344.887466,-0.150473868,0.134881194,0.011595995,0.36859907,ccl2
ENSCAFG00000008214,FHDC1,144.738988,0.18124873,0.635126256,0.011695897,0.369150258,ccl2
ENSCAFG00000012131,,5.658854979,0.214558425,0.765872103,0.011671796,0.369150258,ccl2
ENSCAFG00000046727,,28.20978887,0.10609015,0.240215757,0.011687543,0.369150258,ccl2
ENSCAFG00000046868,,28.55095175,0.164262271,0.567611534,0.011733947,0.369595399,ccl2
ENSCAFG00000034192,,23.71492123,0.217407718,0.784144885,0.01191666,0.374586008,ccl2
ENSCAFG00000013930,NECAP1,608.3988984,-0.104700374,0.232043954,0.012046826,0.37790794,ccl2
ENSCAFG00000014185,MEN1,1250.164355,0.131279268,0.147831179,0.012101693,0.378859077,ccl2
ENSCAFG00000013236,TMEM41A,175.6201926,0.10548242,0.202654414,0.012222261,0.381421483,ccl2
ENSCAFG00000041024,,144.1600889,-0.131058836,0.147546574,0.012232968,0.381421483,ccl2
ENSCAFG00000000764,PRRT1,9.086457854,-0.160695117,0.564223424,0.012303556,0.381837538,ccl2
ENSCAFG00000012879,,533.5570169,-0.149428666,0.133395903,0.012320532,0.381837538,ccl2
ENSCAFG00000030931,LIF,236.5144735,0.12660393,0.410436719,0.012311215,0.381837538,ccl2
ENSCAFG00000026443,,28.33169013,-0.103338532,0.22805604,0.012444724,0.384913569,ccl2
ENSCAFG00000005165,MGAT5B,350.340319,0.213957342,0.785676048,0.012479147,0.385206324,ccl2
ENSCAFG00000008586,ADAMTS1,3128.680097,0.186759374,0.675435384,0.012521502,0.385742236,ccl2
ENSCAFG00000012493,PFKFB4,285.2440137,0.102788697,0.235929286,0.012617715,0.387450295,ccl2
ENSCAFG00000045709,,82.24598198,0.141522117,0.487316757,0.012627154,0.387450295,ccl2
ENSCAFG00000004265,THNSL1,482.0360985,-0.105470014,0.190215811,0.01274249,0.387904507,ccl2
ENSCAFG00000005073,SPHK1,2039.840756,0.120752629,0.387526844,0.012724999,0.387904507,ccl2
ENSCAFG00000020348,GFOD2,384.1790959,0.107823004,0.180554016,0.012710792,0.387904507,ccl2
