gene,Hugo_Symbol (add = in front),baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000006915,MTMR7,4.327456358,-0.007948476,0.117162882,0.714252195,0.983431044
ENSCAFG00000007150,ERCC8,192.3941191,0.014203101,0.106654317,0.712556058,0.983431044
ENSCAFG00000009758,VANGL1,908.808064,0.012913985,0.108706396,0.712678594,0.983431044
ENSCAFG00000010230,CUL3,3155.536822,-0.015898088,0.103233809,0.714432478,0.983431044
ENSCAFG00000010507,NA,1040.029077,0.016626121,0.101613712,0.714123287,0.983431044
ENSCAFG00000010813,BDH2,191.3514635,-0.007008761,0.120853817,0.713701237,0.983431044
ENSCAFG00000011037,NCL,50198.74777,0.015488497,0.104314772,0.712465904,0.983431044
ENSCAFG00000011229,AUTS2,986.5120592,0.005805455,0.137327988,0.713396263,0.983431044
ENSCAFG00000011702,CEP95,962.8599003,-0.014508063,0.105984408,0.714078206,0.983431044
ENSCAFG00000013839,SUPV3L1,644.4024565,-0.016425129,0.102055585,0.714382634,0.983431044
ENSCAFG00000014869,NA,274.6644903,-0.0101559,0.112813213,0.712494211,0.983431044
ENSCAFG00000015015,NA,71.65624004,-0.011692217,0.110410364,0.71428098,0.983431044
ENSCAFG00000015468,IFFO2,556.4879957,0.006058572,0.129718905,0.714016862,0.983431044
ENSCAFG00000016924,ZNF652,264.7050578,-0.016841436,0.101075351,0.714159101,0.983431044
ENSCAFG00000018538,SERBP1,19769.06193,0.015839564,0.103406751,0.714052514,0.983431044
ENSCAFG00000019791,SLC6A17,1803.717091,0.005799737,0.161250044,0.714060195,0.983431044
ENSCAFG00000028157,NA,15.69820184,-0.010657429,0.112006574,0.713106786,0.983431044
ENSCAFG00000028524,IFNLR1,76.56298441,0.00622833,0.127453039,0.713015155,0.983431044
ENSCAFG00000028712,NA,6.862287099,0.008850389,0.115086847,0.713022053,0.983431044
ENSCAFG00000029298,GGTA1,5648.852716,-0.007903579,0.117438179,0.712690872,0.983431044
ENSCAFG00000029976,DNAJB9,252.1582738,-0.010533455,0.112216429,0.712730241,0.983431044
ENSCAFG00000031540,SPATS1,2.717444422,-0.006550008,0.12397255,0.713305194,0.983431044
ENSCAFG00000032376,ZNF485,97.7054485,-0.006343066,0.125840238,0.713764983,0.983431044
ENSCAFG00000037777,NA,28.17956603,-0.006131647,0.17972397,0.71227078,0.983431044
ENSCAFG00000042106,NA,19.50716313,-0.006358839,0.125857929,0.713069615,0.983431044
ENSCAFG00000044626,NA,7.418060896,0.0068567,0.215640876,0.713837038,0.983431044
ENSCAFG00000047045,NA,136.4669275,-0.016030166,0.103010264,0.713940436,0.983431044
ENSCAFG00000016574,PIP4K2B,1329.524906,-0.013730964,0.107269567,0.71455257,0.983512686
ENSCAFG00000004563,PPP1R37,1408.032843,0.01720962,0.100006702,0.714757571,0.983512784
ENSCAFG00000004834,TMEM145,104.7889404,0.005687911,0.146476489,0.714846173,0.983512784
ENSCAFG00000007889,CEP44,353.984573,-0.012973339,0.10845398,0.71485003,0.983512784
ENSCAFG00000013493,PCYT1B,193.9866998,-0.00569245,0.148043612,0.714632392,0.983512784
ENSCAFG00000017682,COG7,1417.160641,-0.013917633,0.106927837,0.714917333,0.983512784
ENSCAFG00000023721,NA,4189.654856,0.018344333,0.096385562,0.714910944,0.983512784
ENSCAFG00000016115,ACBD3,831.5687179,0.017340037,0.099601568,0.714987583,0.983525808
ENSCAFG00000001758,FBXO7,1726.431069,0.011762548,0.110255766,0.715072501,0.983559005
ENSCAFG00000002929,PGM3,1516.635185,0.014739276,0.105441167,0.71533349,0.983834356
ENSCAFG00000003485,PNKP,1314.710291,0.014468032,0.105895031,0.715746601,0.983923031
ENSCAFG00000003938,NTN5,4.505130021,-0.006224541,0.188642548,0.715822341,0.983923031
ENSCAFG00000004862,DPH2,804.8145477,0.013958554,0.106779841,0.715811953,0.983923031
ENSCAFG00000008336,NA,1340.974013,-0.011335475,0.110834363,0.715830275,0.983923031
ENSCAFG00000008812,TTI1,609.4477872,0.014565386,0.105699536,0.715942017,0.983923031
ENSCAFG00000008917,LBP,85.05891353,-0.005917467,0.171656666,0.715503336,0.983923031
ENSCAFG00000017953,MORC4,570.9221216,0.005673727,0.143508452,0.71594523,0.983923031
ENSCAFG00000049648,NA,15.92993502,0.007401892,0.118825079,0.715733876,0.983923031
ENSCAFG00000049759,NA,161.9749052,-0.012786603,0.108665134,0.715884739,0.983923031
ENSCAFG00000019023,NA,11.49743341,0.010226269,0.112487238,0.716019624,0.983941701
ENSCAFG00000019490,HAGH,1131.657127,0.013440155,0.107616556,0.716095612,0.98396256
ENSCAFG00000016035,PPP1R36,27.62160544,-0.005809319,0.134553856,0.716222091,0.984052785
ENSCAFG00000000867,RAD50,3753.940939,0.011502989,0.110490977,0.717334214,0.984060692
ENSCAFG00000001698,PLAA,2613.967785,-0.010996989,0.111233048,0.717441285,0.984060692
ENSCAFG00000002029,SLC25A27,75.74092888,-0.007444682,0.118498804,0.717233928,0.984060692
ENSCAFG00000003153,VPS54,1084.72109,-0.010984335,0.111190823,0.718413849,0.984060692
ENSCAFG00000003423,NA,24.94073794,-0.007717968,0.256484625,0.716526207,0.984060692
ENSCAFG00000005253,WDR43,4084.257722,0.014851635,0.104974103,0.717773621,0.984060692
ENSCAFG00000005292,NA,665.1130083,-0.016725853,0.100856725,0.71738624,0.984060692
ENSCAFG00000005576,SUPT16H,6032.736587,-0.014542286,0.105672326,0.716640408,0.984060692
ENSCAFG00000007755,MAT2A,4285.750258,0.014484681,0.105719113,0.717229894,0.984060692
ENSCAFG00000007860,CSRNP2,318.3666413,-0.012981967,0.10827977,0.716959903,0.984060692
ENSCAFG00000008652,SHROOM3,155.3370766,-0.005661012,0.139050645,0.718536456,0.984060692
ENSCAFG00000009007,CFAP73,93.27924458,0.011161005,0.110927673,0.718420531,0.984060692
ENSCAFG00000009145,CHST14,499.2565233,0.00786172,0.117026828,0.718528704,0.984060692
ENSCAFG00000011356,VWA5A,26.41357653,-0.005888389,0.172854228,0.717708855,0.984060692
ENSCAFG00000011433,CEBPE,2.38231971,-0.007069088,0.229972405,0.718251604,0.984060692
ENSCAFG00000011541,COA6,300.7565185,0.013094529,0.108012455,0.718095419,0.984060692
ENSCAFG00000011983,HSPBAP1,526.6293934,-0.013080481,0.108058331,0.717798957,0.984060692
ENSCAFG00000012679,STRAP,6630.29281,0.0155805,0.103505828,0.717689679,0.984060692
ENSCAFG00000012768,ZRANB1,654.7649927,-0.015306085,0.10410709,0.717461061,0.984060692
ENSCAFG00000013140,MAP3K20,1046.398005,-0.007242992,0.119189524,0.718033115,0.984060692
ENSCAFG00000014573,P4HA1,2358.661102,-0.009512916,0.113539106,0.717755594,0.984060692
ENSCAFG00000015287,PSMA3,5355.010257,0.017664398,0.098020564,0.718012474,0.984060692
ENSCAFG00000015797,PADI3,41.15664285,0.005845088,0.169689886,0.717358391,0.984060692
ENSCAFG00000015902,P3H4,3338.86286,0.007129165,0.119759367,0.717389157,0.984060692
ENSCAFG00000016168,BID,2034.760758,-0.016560296,0.101288715,0.717330128,0.984060692
ENSCAFG00000018166,ALDH3A2,1640.972376,0.006754636,0.121548884,0.718477474,0.984060692
ENSCAFG00000019042,METTL22,630.2816481,-0.014739909,0.105315394,0.716549446,0.984060692
ENSCAFG00000020003,MIGA2,256.6059353,0.013770132,0.106917431,0.717877869,0.984060692
ENSCAFG00000023111,NA,2241.937135,0.005858996,0.132182376,0.717591913,0.984060692
ENSCAFG00000029721,ZNF132,10.26023436,-0.005682258,0.158168313,0.717903197,0.984060692
ENSCAFG00000032033,APEX1,10576.38048,-0.019226237,0.091094877,0.718506488,0.984060692
ENSCAFG00000035539,NA,295.6257687,0.015222811,0.104264739,0.717562289,0.984060692
ENSCAFG00000041518,NA,128.4045374,-0.013522915,0.107334105,0.717858919,0.984060692
ENSCAFG00000042285,NA,5.324439519,0.007874062,0.116990739,0.718538847,0.984060692
ENSCAFG00000042483,NA,103.0614318,0.005709584,0.137411705,0.717603568,0.984060692
ENSCAFG00000046027,NA,49.36047902,-0.012557483,0.108873055,0.717849894,0.984060692
ENSCAFG00000048887,NA,3.54487514,-0.007741957,0.258687935,0.717433826,0.984060692
ENSCAFG00000049987,SELENOM,1246.656178,0.005774333,0.164336611,0.717026896,0.984060692
ENSCAFG00000006068,ADRA1D,11.70210204,0.006249835,0.193076867,0.718631535,0.984104339
ENSCAFG00000000547,FBXO5,829.5785191,-0.017125934,0.099499555,0.718882996,0.984158384
ENSCAFG00000012834,SLC35E4,255.3650384,-0.006141547,0.12670471,0.718914289,0.984158384
ENSCAFG00000016146,MSL1,1501.757531,-0.017359656,0.098797284,0.718910855,0.984158384
ENSCAFG00000016484,ARHGEF11,1518.945079,0.006133044,0.126813317,0.718909886,0.984158384
ENSCAFG00000014594,ABHD12B,11.00811147,-0.00559976,0.149500421,0.719029881,0.984233356
ENSCAFG00000004755,ETHE1,416.2118313,-0.00729304,0.118802692,0.719637572,0.984249198
ENSCAFG00000005966,TEX30,403.1580367,-0.015694918,0.103048502,0.719317596,0.984249198
ENSCAFG00000006099,DDHD2,652.3695196,0.010630206,0.111599547,0.720377328,0.984249198
ENSCAFG00000007077,CSAD,73.84896468,0.010282459,0.112117855,0.720598054,0.984249198
ENSCAFG00000007672,CHD1,2096.838108,0.012843853,0.108217961,0.720577113,0.984249198
ENSCAFG00000008514,CSNK2A2,1338.520226,0.01702023,0.099714333,0.719369414,0.984249198
ENSCAFG00000011769,ANK2,333.0808984,-0.005621902,0.141067361,0.719178726,0.984249198
ENSCAFG00000012326,MINDY1,302.6822838,-0.00694329,0.120355425,0.719530212,0.984249198
ENSCAFG00000013302,BAZ1A,4544.923195,-0.014145269,0.106037261,0.720282222,0.984249198
ENSCAFG00000014559,NIN,2876.917076,0.00948838,0.113410168,0.720442858,0.984249198
ENSCAFG00000014871,DDHD1,718.3653586,0.013534269,0.107097305,0.720394715,0.984249198
ENSCAFG00000015331,DYRK4,12.38836314,-0.005922746,0.177583857,0.719829977,0.984249198
ENSCAFG00000017869,AATF,4984.657912,0.013442684,0.107290521,0.719945039,0.984249198
ENSCAFG00000018031,IQCK,57.30962563,-0.008416082,0.115469724,0.720526303,0.984249198
ENSCAFG00000019729,MIER2,863.7241111,0.009881916,0.1127737,0.720207418,0.984249198
ENSCAFG00000019995,DPH5,663.4302437,-0.011605398,0.110126814,0.720549412,0.984249198
ENSCAFG00000020210,ZNF821,145.0205289,-0.013491427,0.107211243,0.719915246,0.984249198
ENSCAFG00000023234,DCDC2B,6.192614191,-0.006673784,0.12169195,0.720604854,0.984249198
ENSCAFG00000028779,MRPS6,1066.822422,0.014396363,0.105630812,0.719736792,0.984249198
ENSCAFG00000030536,C9orf50,7.640148665,-0.006944043,0.120200228,0.720622969,0.984249198
ENSCAFG00000031909,ZNF790,69.25691273,-0.006027435,0.127786825,0.720304787,0.984249198
ENSCAFG00000042021,NA,37.85020353,-0.010742184,0.111442433,0.720184661,0.984249198
ENSCAFG00000045235,NA,5.989179309,-0.005710385,0.134897939,0.720158136,0.984249198
ENSCAFG00000049377,NA,5.236147807,-0.00666814,0.121968383,0.719184862,0.984249198
ENSCAFG00000049487,NRM,1336.157546,-0.013012922,0.10800398,0.719851264,0.984249198
ENSCAFG00000049761,NA,427.7040573,-0.005835019,0.131350322,0.72012059,0.984249198
ENSCAFG00000017135,APOBR,2049.652794,0.00567746,0.163163404,0.720768957,0.984365504
ENSCAFG00000012763,NA,716.045549,0.009148924,0.113981526,0.720836778,0.984375045
ENSCAFG00000001287,TCP11,94.88603202,-0.00619933,0.125135042,0.722173245,0.984705341
ENSCAFG00000003192,SLC31A2,111.1890907,-0.008504935,0.115169211,0.721965447,0.984705341
ENSCAFG00000003223,CNOT4,751.5254501,-0.015218926,0.103728888,0.72212178,0.984705341
ENSCAFG00000003895,HSD17B14,67.57199716,-0.005560089,0.142951699,0.721298949,0.984705341
ENSCAFG00000006701,FLT1,2003.500609,0.005545681,0.14459837,0.721586354,0.984705341
ENSCAFG00000007146,SACS,2521.181852,0.011965427,0.109524282,0.721406777,0.984705341
ENSCAFG00000008903,ARFGAP2,2158.949784,-0.013352653,0.107262694,0.722034733,0.984705341
ENSCAFG00000010369,AZIN2,227.0143645,0.009546577,0.113227363,0.721770774,0.984705341
ENSCAFG00000010582,BOC,183.2904448,0.005557205,0.153335647,0.721830962,0.984705341
ENSCAFG00000010997,CD80,69.54513742,0.005787861,0.131376516,0.722106133,0.984705341
ENSCAFG00000011069,GJA5,2.45943579,0.006141235,0.190731535,0.721253827,0.984705341
ENSCAFG00000012259,MAN2A2,375.3331704,-0.007075302,0.119466237,0.721589413,0.984705341
ENSCAFG00000013324,LRP6,805.6256413,0.013534357,0.106981504,0.721710692,0.984705341
ENSCAFG00000014153,ATP13A1,3702.144738,0.015854407,0.102303901,0.722089191,0.984705341
ENSCAFG00000017466,KDM8,149.334776,0.009223617,0.113757314,0.722212867,0.984705341
ENSCAFG00000025801,NA,37.17052662,-0.008977855,0.114253614,0.721504172,0.984705341
ENSCAFG00000042475,NA,20.31712695,-0.010799005,0.111225833,0.722260741,0.984705341
ENSCAFG00000043150,NA,41.89198819,0.005533766,0.146588128,0.721939864,0.984705341
ENSCAFG00000045919,NACA2,321.2369629,0.013405827,0.107149837,0.72229576,0.984705341
ENSCAFG00000046290,NA,21.10653815,0.011580573,0.110078595,0.721823886,0.984705341
ENSCAFG00000009483,FARS2,574.6071447,0.011231938,0.110559511,0.722484586,0.984713872
ENSCAFG00000012981,PLA2G3,1108.942999,0.005527113,0.149443095,0.722386343,0.984713872
ENSCAFG00000015519,WAS,833.0692577,0.005807567,0.174275022,0.722431324,0.984713872
ENSCAFG00000000103,ZNF532,688.3021541,0.005572715,0.160306606,0.724020871,0.984787849
