gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000014645,NA,5496.958275,1.419719971,1.92358723,0.000774384,0.11046631
ENSCAFG00000015457,PTAFR,36.0955053,1.40233584,2.117418121,0.000975464,0.129121505
ENSCAFG00000041406,MAMLD1,11.11323751,1.396414223,1.486045109,0.000386181,0.071824705
ENSCAFG00000017628,NA,59.44366617,1.384449978,2.226814187,0.001078591,0.13115068
ENSCAFG00000024903,NA,994.6899577,1.381469175,1.912110205,0.00081674,0.114289165
ENSCAFG00000023592,NA,593.7382633,1.36411679,2.548547004,0.001079246,0.13115068
ENSCAFG00000015489,VAX1,88.21095896,1.356751775,1.726202851,0.000653836,0.102325854
ENSCAFG00000009421,APC,987.1345479,1.308591734,2.340258105,NA,NA
ENSCAFG00000020027,CYTL1,453.7192313,1.243301498,2.051340546,0.001210663,0.136832847
ENSCAFG00000018331,LRR1,347.4023297,1.237112408,2.122668054,0.001284468,0.138945609
ENSCAFG00000012093,E2F8,4169.699436,1.187751218,1.521228919,0.000637182,0.102325854
ENSCAFG00000011971,ADGRG7,98.81936735,1.164471398,2.010065548,NA,NA
ENSCAFG00000019054,NA,9.93378251,1.152831786,1.578855897,0.00077231,0.11046631
ENSCAFG00000000656,RGS22,271.7744898,1.114319775,2.117581969,0.001567954,0.157794196
ENSCAFG00000002727,NA,2165.839022,1.10833329,1.545047073,0.000803426,0.113507149
ENSCAFG00000004694,CCNY,428.8355447,1.0870817,1.609236531,0.000953311,0.127336396
ENSCAFG00000023691,PGAP3,181.0465158,1.063976234,2.02495786,NA,NA
ENSCAFG00000019566,VCL,27.87682734,1.044145204,1.573205382,0.000992987,0.130267466
ENSCAFG00000011298,CLDN8,16.72354897,0.997834976,1.806771437,0.001580724,0.157997167
ENSCAFG00000019952,FOXM1,159.4922147,0.997540851,1.559565158,0.001092451,0.13115068
ENSCAFG00000017404,LSG1,3975.830092,0.98990938,0.749066898,7.90E-05,0.026396001
